monumentna,,state,lat,long,coordinate,asicircle,district
Pavilion Before the Tomb of Saikh Ahmed Khatau Ganj Baksh,,Gujarat,22.99323161,72.5055921,"22.99323161,22.988058",VADODARA CIRCLE,Ahmedabad
Tomb of Shaikh Ahmed Khatau Ganj Baksh.,,Gujarat,22.988058,72.503347,"22.988058,22.99285689",VADODARA CIRCLE,Ahmedabad
Tomb of bibi Rajbai,,Gujarat,22.99285689,72.50545857,"22.99285689,22.99295",VADODARA CIRCLE,Ahmedabad
Tomb of Muhammad Begarh,,Gujarat,22.99295,72.505739,"22.99295,22.993606",VADODARA CIRCLE,Ahmedabad
Roza of Bava Alisar & Bava Ganj Baksh,,Gujarat,22.993606,72.505578,"22.993606,22.72942908",VADODARA CIRCLE,Ahmedabad
Jami Masjid,,Gujarat,22.72942908,72.44056166,"22.72942908,22.726581",VADODARA CIRCLE,Ahmedabad
Malav Tank,,Gujarat,22.726581,72.435461,"22.726581,22.733833",VADODARA CIRCLE,Ahmedabad
Khan Masjid,,Gujarat,22.733833,72.431578,"22.733833,22.734431",VADODARA CIRCLE,Ahmedabad
Bahlol Khan Cazi¦s Mosque,,Gujarat,22.734431,72.441239,"22.734431,22.725517",VADODARA CIRCLE,Ahmedabad
Ruined Building,,Gujarat,22.725517,72.441669,"22.725517,22.52379538",VADODARA CIRCLE,Ahmedabad
Ancient Sited at Lothal,,Gujarat,22.52379538,72.24795262,"22.52379538,22.346622",VADODARA CIRCLE,Ahmedabad
Masjid of Ragusha Pir,,Gujarat,22.346622,71.711636,"22.346622,23.28891162",VADODARA CIRCLE,Ahmedabad
Jami Masjid,,Gujarat,23.28891162,71.91714564,"23.28891162,23.29005346",VADODARA CIRCLE,Ahmedabad
Cazi Masjid,,Gujarat,23.29005346,71.91764506,"23.29005346,23.28879012",VADODARA CIRCLE,Ahmedabad
Sayyid Masjid,,Gujarat,23.28879012,71.9175639,"23.28879012,23.121875",VADODARA CIRCLE,Ahmedabad
Mansar Talav & Shrines,,Gujarat,23.121875,72.042983,"23.121875,21.61138",VADODARA CIRCLE,Ahmedabad
Ancient Site Gohilwada Timbo (Mound),,Gujarat,21.61138,71.20538,"21.61138,21.64231517",VADODARA CIRCLE,Amreli
Ancient Site,,Gujarat,21.64231517,71.15768058,"21.64231517,22.4110983",VADODARA CIRCLE,Amreli
Stepwell,,Gujarat,22.4110983,72.90108797,"22.4110983,22.310669",VADODARA CIRCLE,Anand
Jami Masjid,,Gujarat,22.310669,72.618067,"22.310669,21.710789",VADODARA CIRCLE,Anand
Darbargarh,,Gujarat,21.710789,71.966433,"21.710789,21.355397",VADODARA CIRCLE,Bhavnagar
Jain Temples,,Gujarat,21.355397,72.033219,"21.355397,21.355642",VADODARA CIRCLE,Bhavnagar
Talaja Caves,,Gujarat,21.355642,72.032397,"21.355642,21.69188384",VADODARA CIRCLE,Bhavnagar
Jami Masjid,,Gujarat,21.69188384,72.98214613,"21.69188384,22.752297",VADODARA CIRCLE,Bharuch
Old Ruined Temple of Mahadev,,Gujarat,22.752297,74.2011,"22.752297,22.505569",VADODARA CIRCLE,Dahod
Tomb of Sikandar Shah,,Gujarat,22.505569,73.473644,"22.505569,22.48937069",VADODARA CIRCLE,Godhra
Ek-Minar-Ki-Masjid,,Gujarat,22.48937069,73.51485121,"22.48937069,22.489989",VADODARA CIRCLE,Godhra
Panch-Mahuda-ki-Masjid,,Gujarat,22.489989,73.500531,"22.489989,22.494137",VADODARA CIRCLE,Godhra
Tomb near Panch-Mahuda-Ki-Masjid,,Gujarat,22.494137,73.50038041,"22.494137,22.484347",VADODARA CIRCLE,Godhra
Helical Stepped Well (With 50 feet space around at pathway 10 feet wide to nearest road,,Gujarat,22.484347,73.517583,"22.484347,22.48267931",VADODARA CIRCLE,Godhra
Sakar Khan¦s Dargah,,Gujarat,22.48267931,73.52051563,"22.48267931,22.48295881",VADODARA CIRCLE,Godhra
Cite Gate,,Gujarat,22.48295881,73.52228868,"22.48295881,22.483203",VADODARA CIRCLE,Godhra
Citadel walls,,Gujarat,22.483203,73.531828,"22.483203,22.483364",VADODARA CIRCLE,Godhra
Cite walls at the S.E. corner of the citadel going up the hill,,Gujarat,22.483364,73.536542,"22.483364,22.484853",VADODARA CIRCLE,Godhra
East and South Bhadra Gates,,Gujarat,22.484853,73.536211,"22.484853,22.48364194",VADODARA CIRCLE,Godhra
Saher Ki Masjid (Bohrani),,Gujarat,22.48364194,73.53179087,"22.48364194,22.48446663",VADODARA CIRCLE,Godhra
Three Cells,,Gujarat,22.48446663,73.53161287,"22.48446663,22.48490126",VADODARA CIRCLE,Godhra
Mandvi or Custom House,,Gujarat,22.48490126,73.53268455,"22.48490126,22.48580718",VADODARA CIRCLE,Godhra
Jami Masjid,,Gujarat,22.48580718,73.53716858,"22.48580718,22.486394",VADODARA CIRCLE,Godhra
Stepwell,,Gujarat,22.486394,73.537419,"22.486394,22.489261",VADODARA CIRCLE,Godhra
Kevda Masjid,,Gujarat,22.489261,73.533322,"22.489261,22.49452052",VADODARA CIRCLE,Godhra
Tomb with a Brick dome in the centre and small corner domes,,Gujarat,22.49452052,73.55038022,"22.49452052,22.48924159",VADODARA CIRCLE,Godhra
Cenotaph of Kevda Masjid,,Gujarat,22.48924159,73.53399451,"22.48924159,22.4940259",VADODARA CIRCLE,Godhra
Nagina Masjid,,Gujarat,22.4940259,73.5297504,"22.4940259,22.49424122",VADODARA CIRCLE,Godhra
Cenotaph of Nagina Masjid,,Gujarat,22.49424122,73.53018176,"22.49424122,22.49078532",VADODARA CIRCLE,Godhra
Lili-Gumbaz-ki-Masjid,,Gujarat,22.49078532,73.54095877,"22.49078532,22.49425267",VADODARA CIRCLE,Godhra
Kabutarkhana Pavilion,,Gujarat,22.49425267,73.55723438,"22.49425267,22.482933",VADODARA CIRCLE,Godhra
Kamani Masjid,,Gujarat,22.482933,73.54696456,"22.482933,22.479128",VADODARA CIRCLE,Godhra
Bawa Man¦s Mosque,,Gujarat,22.479128,73.535558,"22.479128,22.476336",VADODARA CIRCLE,Godhra
Gate No.1 Atak Gate (With tow gateways),,Gujarat,22.476336,73.532406,"22.476336,22.47051261",VADODARA CIRCLE,Godhra
Gate No. 2(With three gateways),,Gujarat,22.47051261,73.52572786,"22.47051261,22.47026266",VADODARA CIRCLE,Godhra
Gate No.3 Modi Gate Sadanshah Gate,,Gujarat,22.47026266,73.52532026,"22.47026266,22.4706208",VADODARA CIRCLE,Godhra
Gate No.4 with big bastion with cells in the interior,,Gujarat,22.4706208,73.52305547,"22.4706208,22.47067616",VADODARA CIRCLE,Godhra
Sat Manzil with steps right upto bastion on top,,Gujarat,22.47067616,73.5238575,"22.47067616,22.46978185",VADODARA CIRCLE,Godhra
Mint above Gate No.4,,Gujarat,22.46978185,73.52410454,"22.46978185,22.468894",VADODARA CIRCLE,Godhra
"Gate No.5, Gulan Bulan Gate",,Gujarat,22.468894,73.523319,"22.468894,22.465286",VADODARA CIRCLE,Godhra
"Gate No. 6, Buland Darwaja",,Gujarat,22.465286,73.521989,"22.465286,22.46161213",VADODARA CIRCLE,Godhra
Patai Rawal¦s Palace with tanks,,Gujarat,22.46161213,73.52727989,"22.46161213,22.465589",VADODARA CIRCLE,Godhra
"Gate No. 7, Makai Gate",,Gujarat,22.465589,73.519436,"22.465589,22.467897",VADODARA CIRCLE,Godhra
Gate No. 8 Tarapore Gate,,Gujarat,22.467897,73.515306,"22.467897,22.466886",VADODARA CIRCLE,Godhra
Fort of Pavagadh & Ruined Hindu Temples & Jain Temples on the top of the pavagadh Hill,,Gujarat,22.466886,73.515219,"22.466886,22.467236",VADODARA CIRCLE,Godhra
Navlakha Kothar,,Gujarat,22.467236,73.511608,"22.467236,22.46364435",VADODARA CIRCLE,Godhra
Walls of Fort on Top,,Gujarat,22.46364435,73.51840425,"22.46364435,22.35042559",VADODARA CIRCLE,Godhra
Rudra Mahalaya Temple,,Gujarat,22.35042559,73.55181324,"22.35042559,22.832189",VADODARA CIRCLE,Godhra
Kankeshvara Mahadev Temple,,Gujarat,22.832189,73.484189,"22.832189,22.839514",VADODARA CIRCLE,Godhra
Ratneshvara Old Temple with Sculptured screen,,Gujarat,22.839514,73.432172,"22.839514,23.1668658",VADODARA CIRCLE,Godhra
Rudabai Stepwell with inscription,,Gujarat,23.1668658,72.58010448,"23.1668658,22.264622",VADODARA CIRCLE,Gandhinagar
Durvasa Rishi¦s Ashram and its site,,Gujarat,22.264622,69.252764,"22.264622,22.149178",VADODARA CIRCLE,Jamnagar
Kalika Mata Temple,,Gujarat,22.149178,69.072506,"22.149178,22.173897",VADODARA CIRCLE,Jamnagar
Gokeshwar Mahadev Temple,,Gujarat,22.173897,69.092044,"22.173897,22.2057663",VADODARA CIRCLE,Jamnagar
Temple of Rama Laxman,,Gujarat,22.2057663,69.00478413,"22.2057663,22.237764",VADODARA CIRCLE,Jamnagar
"Dwarkadhish Group of Temples with its outer compound S.No.1607,1608 & 1609",,Gujarat,22.237764,68.967372,"22.237764,22.25735",VADODARA CIRCLE,Jamnagar
Rukmani Temple,,Gujarat,22.25735,68.9644,"22.25735,22.028794",VADODARA CIRCLE,Jamnagar
Gop (Sun) Temple,,Gujarat,22.028794,69.929172,"22.028794,21.525094",VADODARA CIRCLE,Jamnagar
Ashokan Rock (Edicts),,Gujarat,21.525094,70.479486,"21.525094,21.525878",VADODARA CIRCLE,Junagadh
Buddhistic Cave,,Gujarat,21.525878,70.469594,"21.525878,21.52002544",VADODARA CIRCLE,Junagadh
Baba Pyare Caves,,Gujarat,21.52002544,70.47009646,"21.52002544,21.52997225",VADODARA CIRCLE,Junagadh
Khapra Kodia Caves,,Gujarat,21.52997225,70.46836971,"21.52997225,21.119375",VADODARA CIRCLE,Junagadh
Jami Masjid,,Gujarat,21.119375,70.110431,"21.119375,21.121728",VADODARA CIRCLE,Junagadh
Raveli Masjid,,Gujarat,21.121728,70.114383,"21.121728,20.759219",VADODARA CIRCLE,Junagadh
Ranchhod Rayaji Temple with wasteland around the chowk of mahadev Temple,,Gujarat,20.759219,70.661253,"20.759219,22.66054784",VADODARA CIRCLE,Junagadh
Vithalbhai Haveli,,Gujarat,22.66054784,72.75537762,"22.66054784,22.81161981",VADODARA CIRCLE,Kheda
Bhamaria Well,,Gujarat,22.81161981,72.74893224,"22.81161981,22.784836",VADODARA CIRCLE,Kheda
Temple of Galteshwar,,Gujarat,22.784836,73.278058,"22.784836,22.841656",VADODARA CIRCLE,Kheda
Tomb of Saif-ud-din & Nizam-ud-din,,Gujarat,22.841656,72.772108,"22.841656,25.07451944",VADODARA CIRCLE,Kheda
"Balari Nath,",,Uttar Pradesh,25.07451944,80.69507222,"25.07451944,25.07674406",Lucknow Circle,Banda
"Remains of two temples,",,Uttar Pradesh,25.07674406,80.69088355,"25.07674406,25.07268056",Lucknow Circle,Banda
"Two inscriptions, one dated 1520, the other undated on a large basalt rock close to the bank of the Paisuni river,",,Uttar Pradesh,25.07268056,80.86780833,"25.07268056,25.16297222",Lucknow Circle,Chitrakut
"Closed Cemetery, Bargarh,",,Uttar Pradesh,25.16297222,81.46085556,"25.16297222,25.10625556",Lucknow Circle,Chitrakut
"Temple, Bargarh,",,Uttar Pradesh,25.10625556,81.45073611,"25.10625556,25.26514444",Lucknow Circle,Chitrakut
"Remains of a magnificent temple, circa 10th century A.D. usually called Bhar Deul,",,Uttar Pradesh,25.26514444,81.50289444,"25.26514444,22.842556",Lucknow Circle,Chitrakut
Tomb of Mubarak Sayyid,,Gujarat,22.842556,72.773425,"22.842556,23.246331",VADODARA CIRCLE,Kheda
Tomb of Raao Lakha & Chhatri,,Gujarat,23.246331,69.658489,"23.246331,23.384656",VADODARA CIRCLE,Kachchh
Siva Temple,,Gujarat,23.384656,69.782939,"23.384656,23.6115",VADODARA CIRCLE,Kachchh
Excavated Site,,Gujarat,23.6115,70.917425,"23.6115,23.88648396",VADODARA CIRCLE,Kachchh
Ancient Site (Kotada),,Gujarat,23.88648396,70.20859844,"23.88648396,23.641075",VADODARA CIRCLE,Kachchh
Malai Mata Temple,,Gujarat,23.641075,72.360428,"23.641075,23.73689857",VADODARA CIRCLE,Mehsana
Hingloji Mata Temple,,Gujarat,23.73689857,72.474042,"23.73689857,25.0327",VADODARA CIRCLE,Mehsana
ARCHAEOLOGICAL SITE,,Rajasthan,25.0327,74.26368611,"25.0327,25.2465",Jodhpur Circle,RAJSAMAND
"Small temple with a sanctum only 4i10a (Sq.) and a flat roof, situated outside the cave no 212,",,Uttar Pradesh,25.2465,81.51025556,"25.2465,25.2465",Lucknow Circle,Chitrakut
"Two large caves known as Rikhain,",,Uttar Pradesh,25.2465,81.51025556,"25.2465,25.21449722",Lucknow Circle,Chitrakut
"City Cemetery,",,Uttar Pradesh,25.21449722,80.91013056,"25.21449722,25.19561944",Lucknow Circle,Chitrakut
"Stone temple,",,Uttar Pradesh,25.19561944,80.91833333,"25.19561944,25.21529444",Lucknow Circle,Chitrakut
"Temple, Karvi.",,Uttar Pradesh,25.21529444,80.91743611,"25.21529444,25.20262222",Lucknow Circle,Chitrakut
"Ruins of an old Jain temple called Haihaiti Mandir together with fragments of statues about the fort of he hill, Khoh, Karvi.",,Uttar Pradesh,25.20262222,80.97405556,"25.20262222,25.18681111",Lucknow Circle,Chitrakut
"Ruins of some Jain temples,.",,Uttar Pradesh,25.18681111,81.24694167,"25.18681111,25.0591",Lucknow Circle,Chitrakut
"Manikpur Cantonment Cemetery,",,Uttar Pradesh,25.0591,81.10163611,"25.0591,25.25987778",Lucknow Circle,Chitrakut
"Two ruined temples,",,Uttar Pradesh,25.25987778,81.36414722,"25.25987778,25.25583417",Lucknow Circle,Chitrakut
"Inscribed statue of Chandel period under a Pipal tree, Mau.",,Uttar Pradesh,25.25583417,81.30067523,"25.25583417,25.25593889",Lucknow Circle,Chitrakut
"Ruins of a large Linga temple of the Chandel type, Mau.",,Uttar Pradesh,25.25593889,81.30049444,"25.25593889,25.24716944",Lucknow Circle,Chitrakut
"Priest House, Ram Nagar, Mau.",,Uttar Pradesh,25.24716944,81.24435,"25.24716944,25.24716944",Lucknow Circle,Chitrakut
"Ruins of a large Chandel temple,",,Uttar Pradesh,25.24716944,81.24435,"25.24716944,25.81881944",Lucknow Circle,Chitrakut
"Extensive mound & a group of Hindu Sculptures,",,Uttar Pradesh,25.81881944,81.00370278,"25.81881944,26.06195556",Lucknow Circle,Fatehpur
"Temple,",,Uttar Pradesh,26.06195556,80.57295,"26.06195556,25.77493611",Lucknow Circle,Fatehpur
"Mound called Chauki,",,Uttar Pradesh,25.77493611,81.28668889,"25.77493611,26.18915556",Lucknow Circle,Fatehpur
"Monument in the memory of A. Blakely,",,Uttar Pradesh,26.18915556,80.54822778,"26.18915556,26.05101944",Lucknow Circle,Fatehpur
"Large mound covered with broken bricks & pottery,",,Uttar Pradesh,26.05101944,80.93386111,"26.05101944,25.75098333",Lucknow Circle,Fatehpur
"Extensive brick strewn mound,",,Uttar Pradesh,25.75098333,80.87869444,"25.75098333,25.74843056",Lucknow Circle,Fatehpur
"Smaller mound bearing five large Digamber Jain figures which people call the five Pandavas,",,Uttar Pradesh,25.74843056,80.88247222,"25.74843056,26.05186944",Lucknow Circle,Fatehpur
"Emperor Aurangzebrs Pavilion, Bagh Badshahi, Khajua",,Uttar Pradesh,26.05186944,80.52667222,"26.05186944,26.05186944",Lucknow Circle,Fatehpur
"Entire compound known as Bagh Badshahi, Bagh Badshahi",,Uttar Pradesh,26.05186944,80.52667222,"26.05186944,25.83929729",Lucknow Circle,Fatehpur
"Temple,",,Uttar Pradesh,25.83929729,80.63085399,"25.83929729,25.94328731",Lucknow Circle,Fatehpur
"Four massive masonry pillars containing stone tablets with inscriptions in Urdu & Hindi representing translations of the Ten Commandments, and some verses from Saint John-s Gospel, on the Grand Trunk Road just opposite the Public Works Department, Inspec",,Uttar Pradesh,25.94328731,80.80338081,"25.94328731,25.93498611",Lucknow Circle,Fatehpur
Square sand-stone pillar bearing an inscription of Mahipala-deva dated 5.974 in the Municipal Garden attached to the Town Hall.,,Uttar Pradesh,25.93498611,80.81327778,"25.93498611,25.93498611",Lucknow Circle,Fatehpur
The collection of miscellaneous antiquities from different parts of the District grouped round the Asni pillar of Mahipala-deva in the Municipal Garden attached to the Town Hall.,,Uttar Pradesh,25.93498611,80.81327778,"25.93498611,25.86797223",Lucknow Circle,Fatehpur
"Hathikhana Mosque of the Jaichandi Mosque,",,Uttar Pradesh,25.86797223,81.12359783,"25.86797223,25.68070286",Lucknow Circle,Fatehpur
"Circular mound, the site of a temple,",,Uttar Pradesh,25.68070286,81.10065963,"25.68070286,25.67969722",Lucknow Circle,Fatehpur
"Extensive mound called eGarhi ,",,Uttar Pradesh,25.67969722,81.10440556,"25.67969722,26.00452778",Lucknow Circle,Fatehpur
"Monument in the memory of Col. T.S. Powell,",,Uttar Pradesh,26.00452778,80.67550833,"26.00452778,25.85904167",Lucknow Circle,Fatehpur
"Four Temples,",,Uttar Pradesh,25.85904167,80.65977778,"25.85904167,25.14916667",Lucknow Circle,Fatehpur
FORT,,Rajasthan,25.14916667,73.58111111,"25.14916667,25.85924444",Jodhpur Circle,RAJSAMAND
"Ruins of a fort built by Jaya Chandra,",,Uttar Pradesh,25.85924444,80.65916111,"25.85924444,25.80957222",Lucknow Circle,Fatehpur
"Old Fort,",,Uttar Pradesh,25.80957222,80.76269167,"25.80957222,25.80957222",Lucknow Circle,Fatehpur
"Old Fort,",,Uttar Pradesh,25.80957222,80.76269167,"25.80957222,25.809572",Lucknow Circle,Fatehpur
"Extensive ruins of an ancient fortified town said to be a stronghold of the Chandel,",,Uttar Pradesh,25.809572,80.762692,"25.809572,25.85987602",Lucknow Circle,Fatehpur
"Mound with many pieces of stone sculptures collected upon them,",,Uttar Pradesh,25.85987602,80.54519517,"25.85987602,25.69322222",Lucknow Circle,Fatehpur
"Ruined Temple,",,Uttar Pradesh,25.69322222,80.93985556,"25.69322222,25.99435833",Lucknow Circle,Fatehpur
"Two brick Temples,",,Uttar Pradesh,25.99435833,80.2965,"25.99435833,25.90752754",Lucknow Circle,Fatehpur
"Two Temples,",,Uttar Pradesh,25.90752754,80.65141564,"25.90752754,20.41666667",Lucknow Circle,Fatehpur
Simhanath Mahadeva Temple,,Odisha,20.41666667,85.33333333,"20.41666667,25.69904444",Bhuvaneshwar Circle,Cuttack
"Certain mounds covered with broken statues and sculptures,",,Uttar Pradesh,25.69904444,79.60188889,"25.69904444,25.51539722",Lucknow Circle,Hamirpur
"Closed British Cemetery,",,Uttar Pradesh,25.51539722,79.53766667,"25.51539722,25.8259508",Lucknow Circle,Hamirpur
"Mounds covered with broken bricks etc. & three kheras near them, viz. Lakhanapur, Mirzapur & Itara,",,Uttar Pradesh,25.8259508,80.15096501,"25.8259508,25.82845321",Lucknow Circle,Hamirpur
"Mounds covered with broken bricks etc. & three kheras near them, viz. Lakhanapur, Mirzapur & Itara,",,Uttar Pradesh,25.82845321,80.15852193,"25.82845321,25.778114",Lucknow Circle,Hamirpur
"Mounds covered with broken bricks etc. & three kheras near them, viz. Lakhanapur, Mirzapur & Itara,",,Uttar Pradesh,25.778114,80.147833,"25.778114,27.25686089",Lucknow Circle,Hamirpur
Major Robert,,Uttar Pradesh,27.25686089,79.72292033,"27.25686089,27.19831111",Lucknow Circle,Hardoi
"Brick mound locally called Bhankargarh,",,Uttar Pradesh,27.19831111,80.89252222,"27.19831111,27.38879722",Lucknow Circle,Hardoi
High irregular Khera covered with broken bricks & sculptures,,Uttar Pradesh,27.38879722,80.11487778,"27.38879722,27.46855",Lucknow Circle,Hardoi
"Mound known as Kalhaur or Killo,",,Uttar Pradesh,27.46855,80.12283056,"27.46855,27.34586835",Lucknow Circle,Hardoi
"Memorial tomb,",,Uttar Pradesh,27.34586835,79.78392976,"27.34586835,27.06695278",Lucknow Circle,Hardoi
"Large Dih covered with broken bricks & pottery crowned with a small ruined temple of the 10th century A.D, Kherwa & Kajhgaon.",,Uttar Pradesh,27.06695278,80.20271389,"27.06695278,27.1111828",Lucknow Circle,Hardoi
"Memorial Cemetery,",,Uttar Pradesh,27.1111828,80.14116516,"27.1111828,27.04814227",Lucknow Circle,Hardoi
"Well near the Dargah of Makhdum Shah,",,Uttar Pradesh,27.04814227,80.14686111,"27.04814227,27.62143611",Lucknow Circle,Hardoi
"Tomb of Nawab of Sadar Jahan,",,Uttar Pradesh,27.62143611,80.202075,"27.62143611,27.49321111",Lucknow Circle,Hardoi
"Ancient mound,",,Uttar Pradesh,27.49321111,79.89015556,"27.49321111,27.29013333",Lucknow Circle,Hardoi
"Phulmati,",,Uttar Pradesh,27.29013333,79.96471667,"27.29013333,27.65871389",Lucknow Circle,Hardoi
"Maqbara of Nawab Diler Khan,",,Uttar Pradesh,27.65871389,79.94444167,"27.65871389,26.015725",Lucknow Circle,Hardoi
"A Sanskrit inscription of Samvat 1672 on the Chauknanda of Rupan Guru,",,Uttar Pradesh,26.015725,79.69111111,"26.015725,26.11387222",Lucknow Circle,Jalaun
"Chaurasi Tomb of Lodhi Shah Badshah,",,Uttar Pradesh,26.11387222,79.727025,"26.11387222,26.13052402",Lucknow Circle,Jalaun
"Closed Cemetery,",,Uttar Pradesh,26.13052402,79.74472999,"26.13052402,26.13000833",Lucknow Circle,Jalaun
"Piece of fort wall on the north-east scarp with its circular bastion,",,Uttar Pradesh,26.13000833,79.74983333,"26.13000833,26.130525",Lucknow Circle,Jalaun
"Small domes building carried on six pillars immediately near to the P.W.D. Rest House,",,Uttar Pradesh,26.130525,79.74577222,"26.130525,25.9940037",Lucknow Circle,Jalaun
Cemetery,,Uttar Pradesh,25.9940037,79.14562089,"25.9940037,25.99280512",Lucknow Circle,Jalaun
"One dome on twelve pillars called Bara Khamba traditionally ascribed to the commander of Prithviraja, Kunch Azad Nagar.",,Uttar Pradesh,25.99280512,79.14485186,"25.99280512,25.99068564",Lucknow Circle,Jalaun
"Mosque,",,Uttar Pradesh,25.99068564,79.45159861,"25.99068564,25.39532778",Lucknow Circle,Jalaun
"Ruins of a large temple of the Chandel period, Bangama.",,Uttar Pradesh,25.39532778,78.68223333,"25.39532778,25.38157222",Lucknow Circle,Jhansi
"Chandel temple,",,Uttar Pradesh,25.38157222,78.74987222,"25.38157222,25.37539022",Lucknow Circle,Jhansi
"Ghugua-ka-Math,.",,Uttar Pradesh,25.37539022,78.75662076,"25.37539022,25.37129444",Lucknow Circle,Jhansi
"Tank, Barua Sagar.",,Uttar Pradesh,25.37129444,78.74981667,"25.37129444,25.38895833",Lucknow Circle,Jhansi
"Jarai-ka-Math,",,Uttar Pradesh,25.38895833,78.70695833,"25.38895833,25.38665556",Lucknow Circle,Jhansi
"Jarao-ka-Marhia,",,Uttar Pradesh,25.38665556,78.70731111,"25.38665556,25.3432308",Lucknow Circle,Jhansi
"Gharao-ka-math,",,Uttar Pradesh,25.3432308,79.03075887,"25.3432308,25.79030833",Lucknow Circle,Jhansi
"Jama Masjid,",,Uttar Pradesh,25.79030833,79.08489722,"25.79030833,25.45131667",Lucknow Circle,Jhansi
"Memorial Cemetery, south of fort of Phuta Darwaza Road.",,Uttar Pradesh,25.45131667,78.57753611,"25.45131667,25.44365",Lucknow Circle,Jhansi
